"seq","genus_trusted","specific_epithet_trusted","country_trusted","county","state_province","urls"
14370,"Piper","grazielae","Brasil","Viçosa","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/VIC/VIC000183/TileGroup0/0-0-0.jpg']"
20381,"Piper","grazielae","Brasil","Jundiaí","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00195599/TileGroup0/0-0-0.jpg']"
21864,"Piper","grazielae","Brasil","Ubatuba","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0124316/TileGroup0/0-0-0.jpg']"
25147,"Piper","grazielae","Brasil","Cotia","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP011196/TileGroup0/0-0-0.jpg']"
26226,"Piper","grazielae","Brasil","","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556111_01/TileGroup0/0-0-0.jpg']"
31980,"Piper","grazielae","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957323_01/TileGroup0/0-0-0.jpg']"
31987,"Piper","grazielae","Brasil","","Espírito Santo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556115_01/TileGroup0/0-0-0.jpg']"
37082,"Piper","grazielae","Brasil","Belo Horizonte Mun.","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556128_01/TileGroup0/0-0-0.jpg']"
37306,"Piper","grazielae","Brasil","Itaguaçu Mun.","Espírito Santo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556130_01/TileGroup0/0-0-0.jpg']"
38245,"Piper","grazielae","Brasil","Rio de Janeiro Mun.","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556104_01/TileGroup0/0-0-0.jpg']"
38308,"Piper","grazielae","Brasil","Rio de Janeiro Mun.","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556096_01/TileGroup0/0-0-0.jpg']"
38384,"Piper","grazielae","Brasil","Rio de Janeiro Mun.","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556100_01/TileGroup0/0-0-0.jpg']"
38400,"Piper","grazielae","Brasil","Rio de Janeiro Mun.","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556099_01/TileGroup0/0-0-0.jpg']"
38583,"Piper","grazielae","Brasil","Itatiaia Mun.","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556116_01/TileGroup0/0-0-0.jpg']"
38742,"Piper","grazielae","Brasil","Limeira Mun.","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556110_01/TileGroup0/0-0-0.jpg']"
39018,"Piper","grazielae","Brasil","São Paulo Mun.","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556109_01/TileGroup0/0-0-0.jpg']"
39037,"Piper","grazielae","Brasil","Niterói Mun.","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556105_01/TileGroup0/0-0-0.jpg']"
39187,"Piper","grazielae","Brasil","Dionísio Mun.","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957316_01/TileGroup0/0-0-0.jpg']"
40416,"Piper","grazielae","Brasil","Nova Venécia Mun.","Espírito Santo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556107_01/TileGroup0/0-0-0.jpg']"
3719,"Piper","grazielae","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U0005574/TileGroup0/0-0-0.jpg']"
3723,"Piper","grazielae","Brasil","","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U0005578/TileGroup0/0-0-0.jpg']"
3722,"Piper","grazielae","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U0005577/TileGroup0/0-0-0.jpg']"
11062,"Piper","grazielae","Brasil","Guarujá","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM159241/TileGroup0/0-0-0.jpg']"
11065,"Piper","grazielae","Brasil","Iguape","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM240043/TileGroup0/0-0-0.jpg']"
11077,"Piper","grazielae","Brasil","Piracicaba","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM162297/TileGroup0/0-0-0.jpg']"
11110,"Piper","grazielae","Brasil","Ubatuba","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM240035/TileGroup0/0-0-0.jpg']"
22969,"Piper","grazielae","Brasil","Lima Duarte","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/ESA/Piperaceae/ESA108633/TileGroup0/0-0-0.jpg']"
14401,"Piper","grazielae","Brasil","Viçosa","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/VIC/VIC000222/TileGroup0/0-0-0.jpg']"
14402,"Piper","grazielae","Brasil","Viçosa","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/VIC/VIC000189/TileGroup0/0-0-0.jpg']"
22749,"Piper","grazielae","Brasil","Mogi-Guaçu","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/ESA/Piperaceae/ESA012544/TileGroup0/0-0-0.jpg']"
21867,"Piper","grazielae","Brasil","Ubatuba","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0038392/TileGroup0/0-0-0.jpg']"
22109,"Piper","grazielae","Brasil","Venda Nova do Imigrante","Espírito Santo","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0067670/TileGroup0/0-0-0.jpg']"
22235,"Piper","grazielae","Brasil","São Paulo","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0085070/TileGroup0/0-0-0.jpg']"
23378,"Piper","grazielae","Brasil","Matão","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/ESA/Piperaceae/ESA014020/TileGroup0/0-0-0.jpg']"
25101,"Piper","grazielae","Brasil","Rio de Janeiro","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP011194/TileGroup0/0-0-0.jpg']"
31985,"Piper","grazielae","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957321_01/TileGroup0/0-0-0.jpg']"
31986,"Piper","grazielae","Brasil","","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556114_01/TileGroup0/0-0-0.jpg']"
36846,"Piper","grazielae","Brasil","Serra Mun.","Espírito Santo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556138_01/TileGroup0/0-0-0.jpg']"
37317,"Piper","grazielae","Brasil","Anhembi Mun.","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556113_01/TileGroup0/0-0-0.jpg']"
37361,"Piper","grazielae","Brasil","Caieiras Mun.","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY01096307_01/TileGroup0/0-0-0.jpg']"
37362,"Piper","grazielae","Brasil","Caieiras Mun.","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556112_01/TileGroup0/0-0-0.jpg']"
37460,"Piper","grazielae","Brasil","Castelo Mun.","Espírito Santo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556129_01/TileGroup0/0-0-0.jpg']"
37592,"Piper","grazielae","Brasil","Ibatiba Mun.","Espírito Santo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556134_01/TileGroup0/0-0-0.jpg']"
37776,"Piper","grazielae","Brasil","Rio de Janeiro Mun.","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556122_01/TileGroup0/0-0-0.jpg']"
37902,"Piper","grazielae","Brasil","Petrópolis Mun.","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556097_01/TileGroup0/0-0-0.jpg']"
38179,"Piper","grazielae","Brasil","Carmo do Rio Claro Mun.","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957320_01/TileGroup0/0-0-0.jpg']"
39020,"Piper","grazielae","Brasil","São Paulo Mun.","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00885120_02/TileGroup0/0-0-0.jpg']"
39185,"Piper","grazielae","Brasil","Dionísio Mun.","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556094_01/TileGroup0/0-0-0.jpg']"
39756,"Piper","grazielae","Brasil","Santa Maria Madalena Mun.","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556137_01/TileGroup0/0-0-0.jpg']"
40239,"Piper","grazielae","Brasil","Itaguaí Mun.","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556101_01/TileGroup0/0-0-0.jpg']"
40310,"Piper","grazielae","Brasil","Nova Venécia Mun.","Espírito Santo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556118_01/TileGroup0/0-0-0.jpg']"
40727,"Piper","grazielae","Brasil","Itaguaí Mun.","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556098_01/TileGroup0/0-0-0.jpg']"
11361,"Piper","grazielae","Brasil","SAO PAULO","SP","['https://storage.googleapis.com/cria-zoomify/herbaria/CEN/CEN00051608/TileGroup0/0-0-0.jpg']"
12002,"Piper","grazielae","Brasil","VENDA NOVA DO IMIGRANTE","ES","['https://storage.googleapis.com/cria-zoomify/herbaria/CEN/CEN00039783/TileGroup0/0-0-0.jpg']"
13250,"Piper","grazielae","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/R/R000038846_001/TileGroup0/0-0-0.jpg']"
24939,"Piper","miquelianum","Brasil","Ribeira de Iguape","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP001453/TileGroup0/0-0-0.jpg']"
25246,"Piper","miquelianum","Brasil","São Paulo","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP001910/TileGroup0/0-0-0.jpg']"
25240,"Piper","miquelianum","Brasil","São Paulo","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP001454/TileGroup0/0-0-0.jpg']"
25238,"Piper","miquelianum","Brasil","São Paulo","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP001455/TileGroup0/0-0-0.jpg']"
25166,"Piper","ovatum","Brasil","Indaiatuba","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP011217/TileGroup0/0-0-0.jpg']"
21972,"Piper","ovatum","Brasil","Piracicaba","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0038393/TileGroup0/0-0-0.jpg']"
22934,"Peperomia","galioides","Brasil","Caeté","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/ESA/Piperaceae/ESA031454/TileGroup0/0-0-0.jpg']"
20288,"Piper","arboreum","Brasil","Jaci","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00102247/TileGroup0/0-0-0.jpg']"
20296,"Piper","arboreum","Brasil","Paulo de Faria","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00114943/TileGroup0/0-0-0.jpg']"
20274,"Piper","arboreum","Brasil","Itatiaia","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00209153/TileGroup0/0-0-0.jpg']"
19845,"Peperomia","corcovadensis","Brasil","Cunha","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00175712/TileGroup0/0-0-0.jpg']"
519,"Piper","crassinervium","Brasil","","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U0117333/TileGroup0/0-0-0.jpg']"
9603,"Peperomia","corcovadensis","Brasil","Juiz de Fora","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM254241/TileGroup0/0-0-0.jpg']"
21322,"Piper","chimonanthifolium","Brasil","Tapiraí","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00096623/TileGroup0/0-0-0.jpg']"
39247,"Piper","gaudichaudianum","Brasil","Teresópolis Mun.","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556549_01/TileGroup0/0-0-0.jpg']"
20519,"Piper","macedoi","Brasil","Nhandeara","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00135790/TileGroup0/0-0-0.jpg']"
22991,"Peperomia","crinicaulis","Brasil","Santana do Riacho","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/ESA/Piperaceae/ESA009898/TileGroup0/0-0-0.jpg']"
22804,"Piper","rivinoides","Brasil","Saracuruna","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/ESA/Piperaceae/ESA122835/TileGroup0/0-0-0.jpg']"
22815,"Piper","umbellatum","Brasil","Indianápolis","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/ESA/Piperaceae/ESA099492/TileGroup0/0-0-0.jpg']"
20275,"Piper","arboreum","Brasil","Ubatuba","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00209184/TileGroup0/0-0-0.jpg']"
19854,"Peperomia","crinicaulis","Brasil","Catas Altas","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00162784/TileGroup0/0-0-0.jpg']"
19858,"Peperomia","crinicaulis","Brasil","Tiradentes","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00092699/TileGroup0/0-0-0.jpg']"
10796,"Piper","amalago","Brasil","Niterói","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM087374/TileGroup0/0-0-0.jpg']"
9581,"Peperomia","blanda","Brasil","Diamantina","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM069608/TileGroup0/0-0-0.jpg']"
6980,"Peperomia","urocarpa","Brasil","","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/UEC/UEC149602/TileGroup0/0-0-0.jpg']"
8833,"Piper","arboreum","Brasil","Paraty","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM405150/TileGroup0/0-0-0.jpg']"
9395,"Peperomia","tetraphylla","Brasil","Alfredo Chaves","Espírito Santo","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM172546/TileGroup0/0-0-0.jpg']"
9601,"Peperomia","tetraphylla","Brasil","Joaquim Felício","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM065930/TileGroup0/0-0-0.jpg']"
10799,"Piper","anisum","Brasil","Nova Friburgo","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM425466/TileGroup0/0-0-0.jpg']"
10811,"Piper","amplum","Brasil","Rio de Janeiro","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM023015/TileGroup0/0-0-0.jpg']"
10803,"Piper","anisum","Brasil","Nova Iguaçu","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM410054/TileGroup0/0-0-0.jpg']"
10825,"Piper","divaricatum","Brasil","São Pedro da Aldeia","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM405043/TileGroup0/0-0-0.jpg']"
20389,"Piper","crassinervium","Brasil","São Paulo","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00209163/TileGroup0/0-0-0.jpg']"
20395,"Piper","crassinervium","Brasil","Iporanga","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00095757/TileGroup0/0-0-0.jpg']"
20462,"Piper","glabratum","Brasil","Bragança Paulista","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00082600/TileGroup0/0-0-0.jpg']"
20539,"Piper","miquelianum","Brasil","São Paulo","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00209188/TileGroup0/0-0-0.jpg']"
20493,"Piper","hispidum","Brasil","Joanópolis","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00099818/TileGroup0/0-0-0.jpg']"
20506,"Piper","lhotzkyanum","Brasil","Lavrinhas","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00116338/TileGroup0/0-0-0.jpg']"
20349,"Piper","cernuum","Brasil","","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00106547/TileGroup0/0-0-0.jpg']"
20587,"Piper","rivinoides","Brasil","Duque de Caxias","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00234117/TileGroup0/0-0-0.jpg']"
20540,"Piper","mollicomum","Brasil","Angatuba","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00114945/TileGroup0/0-0-0.jpg']"
20545,"Piper","mollicomum","Brasil","Linhares","Espírito Santo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00231358/TileGroup0/0-0-0.jpg']"
20784,"Piper","aduncum","Brasil","Araxá","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00097769_1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00097769/TileGroup0/0-0-0.jpg']"
20795,"Peperomia","galioides","Brasil","Caeté","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00078136/TileGroup0/0-0-0.jpg']"
20800,"Piper","solmsianum","Brasil","Caparaó","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00148967/TileGroup0/0-0-0.jpg']"
20813,"Peperomia","tetraphylla","Brasil","Cristália","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00041056/TileGroup0/0-0-0.jpg']"
20787,"Piper","lepturum","Brasil","Belmiro Braga","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00165453/TileGroup0/0-0-0.jpg']"
21121,"Peperomia","glabella","Brasil","Itararé","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00115180/TileGroup0/0-0-0.jpg']"
21118,"Piper","cernuum","Brasil","Itanhaém","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00108033/TileGroup0/0-0-0.jpg']"
21131,"Piper","aduncum","Brasil","Jales","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00013935/TileGroup0/0-0-0.jpg']"
21138,"Piper","miquelianum","Brasil","Juquiá","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00163157/TileGroup0/0-0-0.jpg']"
21228,"Piper","umbellatum","Brasil","São Paulo","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00015625/TileGroup0/0-0-0.jpg']"
21145,"Piper","hispidum","Brasil","Miracatu","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00107444/TileGroup0/0-0-0.jpg']"
21147,"Piper","fuligineum","Brasil","Mogi Guaçu","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00061608/TileGroup0/0-0-0.jpg']"
21157,"Piper","hispidum","Brasil","Monteiro Lobato","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00097894/TileGroup0/0-0-0.jpg']"
21160,"Piper","hispidum","Brasil","Pariquera-Açu","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00108040/TileGroup0/0-0-0.jpg']"
21137,"Piper","glabratum","Brasil","Jundiaí","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00103253/TileGroup0/0-0-0.jpg']"
21148,"Piper","fuligineum","Brasil","Mogi Guaçu","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00061607/TileGroup0/0-0-0.jpg']"
25118,"Peperomia","tetraphylla","Brasil","Atibaia","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP011034/TileGroup0/0-0-0.jpg']"
21252,"Piper","arboreum","Brasil","São Paulo","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00015620/TileGroup0/0-0-0.jpg']"
21263,"Piper","umbellatum","Brasil","São Paulo","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00061222/TileGroup0/0-0-0.jpg']"
21243,"Piper","umbellatum","Brasil","São Paulo","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00138198/TileGroup0/0-0-0.jpg']"
21253,"Peperomia","blanda","Brasil","São Paulo","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00015309/TileGroup0/0-0-0.jpg']"
21262,"Piper","chimonanthifolium","Brasil","São Paulo","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00061582/TileGroup0/0-0-0.jpg']"
21271,"Piper","crassinervium","Brasil","São Paulo","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00148961/TileGroup0/0-0-0.jpg']"
21278,"Piper","gaudichaudianum","Brasil","São Paulo","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00163154/TileGroup0/0-0-0.jpg']"
21283,"Piper","solmsianum","Brasil","São Paulo","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00166884/TileGroup0/0-0-0.jpg']"
21287,"Piper","rivinoides","Brasil","São Paulo","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00061589/TileGroup0/0-0-0.jpg']"
21285,"Piper","mollicomum","Brasil","São Paulo","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00166781/TileGroup0/0-0-0.jpg']"
21270,"Piper","aduncum","Brasil","São Paulo","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00013031_1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00013031/TileGroup0/0-0-0.jpg']"
21275,"Piper","permucronatum","Brasil","São Paulo","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00102912/TileGroup0/0-0-0.jpg']"
21282,"Piper","caldense","Brasil","São Paulo","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00163147/TileGroup0/0-0-0.jpg']"
21284,"Piper","miquelianum","Brasil","São Paulo","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00115449/TileGroup0/0-0-0.jpg']"
21279,"Piper","gaudichaudianum","Brasil","São Paulo","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00163155/TileGroup0/0-0-0.jpg']"
25146,"Peperomia","tetraphylla","Brasil","Cotia","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP011033/TileGroup0/0-0-0.jpg']"
8451,"Peperomia","decora","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM060137/TileGroup0/0-0-0.jpg']"
8705,"Piper","aduncum","Brasil","Domingos Martins","Espirito Santo","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM425518/TileGroup0/0-0-0.jpg']"
19860,"Peperomia","decora","Brasil","Caeté","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00133347/TileGroup0/0-0-0.jpg']"
