"seq","genus_trusted","specific_epithet_trusted","country_trusted","county","state_province","urls"
9596,"Piper","grazielae","Brasil","Francisco Sá","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM065926/TileGroup0/0-0-0.jpg']"
9604,"Piper","grazielae","Brasil","Juiz de Fora","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM286904/TileGroup0/0-0-0.jpg']"
9728,"Piper","grazielae","Brasil","Antonina","Paraná","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM076460/TileGroup0/0-0-0.jpg']"
10826,"Piper","grazielae","Brasil","Silva Jardim","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM337356/TileGroup0/0-0-0.jpg']"
10914,"Piper","grazielae","Brasil","Torres","Rio Grande do Sul","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM216370/TileGroup0/0-0-0.jpg']"
8874,"Piper","coccoloboides","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM059537/TileGroup0/0-0-0.jpg']"
10995,"Piper","grazielae","Brasil","Joinville","Santa Catarina","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM332422/TileGroup0/0-0-0.jpg']"
11027,"Piper","grazielae","Brasil","São Francisco do Sul","Santa Catarina","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM340330/TileGroup0/0-0-0.jpg']"
11059,"Piper","grazielae","Brasil","Charqueada","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM162298/TileGroup0/0-0-0.jpg']"
11105,"Piper","grazielae","Brasil","São Sebastião","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM250475/TileGroup0/0-0-0.jpg']"
11115,"Piper","grazielae","Brasil","Vinhedo","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM317800/TileGroup0/0-0-0.jpg']"
12953,"Piper","grazielae","Brasil","Diamante do Norte","Paraná","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEM/HUEM000009984/TileGroup0/0-0-0.jpg']"
12954,"Piper","grazielae","Brasil","Diamante do Norte","Paraná","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEM/HUEM000009985/TileGroup0/0-0-0.jpg']"
13057,"Piper","grazielae","Brasil","Diamante do Norte","Paraná","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEM/HUEM000009989/TileGroup0/0-0-0.jpg']"
13104,"Piper","grazielae","Brasil","Diamante do Norte","Paraná","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEM/HUEM000009993/TileGroup0/0-0-0.jpg']"
13055,"Piper","grazielae","Brasil","Diamante do Norte","Paraná","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEM/HUEM000009987/TileGroup0/0-0-0.jpg']"
13675,"Piper","grazielae","Brasil","","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN037227_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN037227/TileGroup0/0-0-0.jpg']"
14370,"Piper","grazielae","Brasil","Viçosa","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/VIC/VIC000183/TileGroup0/0-0-0.jpg']"
20381,"Piper","grazielae","Brasil","Jundiaí","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00195599/TileGroup0/0-0-0.jpg']"
21864,"Piper","grazielae","Brasil","Ubatuba","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0124316/TileGroup0/0-0-0.jpg']"
22339,"Piper","grazielae","Brasil","Jequié","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/HUESB/HUESB000011409/TileGroup0/0-0-0.jpg']"
22341,"Piper","grazielae","Brasil","Jequié","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/HUESB/HUESB000011405/TileGroup0/0-0-0.jpg']"
24660,"Piper","grazielae","Brasil","Nova Veneza","Santa Catarina","['https://storage.googleapis.com/cria-zoomify/herbaria/FLOR/FLOR0061273/TileGroup0/0-0-0.jpg']"
25147,"Piper","grazielae","Brasil","Cotia","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP011196/TileGroup0/0-0-0.jpg']"
26226,"Piper","grazielae","Brasil","","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556111_01/TileGroup0/0-0-0.jpg']"
31980,"Piper","grazielae","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957323_01/TileGroup0/0-0-0.jpg']"
31987,"Piper","grazielae","Brasil","","Espírito Santo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556115_01/TileGroup0/0-0-0.jpg']"
37082,"Piper","grazielae","Brasil","Belo Horizonte Mun.","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556128_01/TileGroup0/0-0-0.jpg']"
37306,"Piper","grazielae","Brasil","Itaguaçu Mun.","Espírito Santo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556130_01/TileGroup0/0-0-0.jpg']"
38245,"Piper","grazielae","Brasil","Rio de Janeiro Mun.","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556104_01/TileGroup0/0-0-0.jpg']"
38308,"Piper","grazielae","Brasil","Rio de Janeiro Mun.","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556096_01/TileGroup0/0-0-0.jpg']"
38384,"Piper","grazielae","Brasil","Rio de Janeiro Mun.","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556100_01/TileGroup0/0-0-0.jpg']"
38400,"Piper","grazielae","Brasil","Rio de Janeiro Mun.","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556099_01/TileGroup0/0-0-0.jpg']"
38583,"Piper","grazielae","Brasil","Itatiaia Mun.","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556116_01/TileGroup0/0-0-0.jpg']"
38742,"Piper","grazielae","Brasil","Limeira Mun.","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556110_01/TileGroup0/0-0-0.jpg']"
38926,"Piper","grazielae","Brasil","Itajaí Mun.","Santa Catarina","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556119_01/TileGroup0/0-0-0.jpg']"
39018,"Piper","grazielae","Brasil","São Paulo Mun.","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556109_01/TileGroup0/0-0-0.jpg']"
39037,"Piper","grazielae","Brasil","Niterói Mun.","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556105_01/TileGroup0/0-0-0.jpg']"
39187,"Piper","grazielae","Brasil","Dionísio Mun.","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957316_01/TileGroup0/0-0-0.jpg']"
40177,"Piper","grazielae","Brasil","","Rio Grande do Sul","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556125_01/TileGroup0/0-0-0.jpg']"
40337,"Piper","grazielae","Brasil","Jataí Mun.","Goiás","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957322_01/TileGroup0/0-0-0.jpg']"
40416,"Piper","grazielae","Brasil","Nova Venécia Mun.","Espírito Santo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556107_01/TileGroup0/0-0-0.jpg']"
42310,"Piper","grazielae","Brasil","Orleans","Santa Catarina","['https://storage.googleapis.com/cria-zoomify/herbaria/FURB/FURB37866/TileGroup0/0-0-0.jpg']"
42329,"Piper","grazielae","Brasil","Corupá","Santa Catarina","['https://storage.googleapis.com/cria-zoomify/herbaria/FURB/FURB37903/TileGroup0/0-0-0.jpg']"
42338,"Piper","grazielae","Brasil","Santa Rosa de Lima","Santa Catarina","['https://storage.googleapis.com/cria-zoomify/herbaria/FURB/FURB37876/TileGroup0/0-0-0.jpg']"
42315,"Piper","grazielae","Brasil","Turvo","Santa Catarina","['https://storage.googleapis.com/cria-zoomify/herbaria/FURB/FURB37860/TileGroup0/0-0-0.jpg']"
42326,"Piper","grazielae","Brasil","Urussanga","Santa Catarina","['https://storage.googleapis.com/cria-zoomify/herbaria/FURB/FURB37898/TileGroup0/0-0-0.jpg']"
42340,"Piper","grazielae","Brasil","Paulo Lopes","Santa Catarina","['https://storage.googleapis.com/cria-zoomify/herbaria/FURB/FURB37865/TileGroup0/0-0-0.jpg']"
42354,"Piper","grazielae","Brasil","Florianópolis","Santa Catarina","['https://storage.googleapis.com/cria-zoomify/herbaria/FURB/FURB37891/TileGroup0/0-0-0.jpg']"
9970,"Piper","grazielae","Brasil","Cerro Azul","Paraná","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM044996/TileGroup0/0-0-0.jpg']"
12955,"Piper","grazielae","Brasil","Diamante do Norte","Paraná","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEM/HUEM000009994/TileGroup0/0-0-0.jpg']"
10190,"Piper","grazielae","Brasil","Guaratuba","Paraná","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM129876/TileGroup0/0-0-0.jpg']"
10516,"Piper","grazielae","Brasil","Paranaguá","Paraná","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM044994/TileGroup0/0-0-0.jpg']"
3719,"Piper","grazielae","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U0005574/TileGroup0/0-0-0.jpg']"
3723,"Piper","grazielae","Brasil","","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U0005578/TileGroup0/0-0-0.jpg']"
3722,"Piper","grazielae","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U0005577/TileGroup0/0-0-0.jpg']"
10115,"Piper","grazielae","Brasil","Guaíra","Paraná","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM076455/TileGroup0/0-0-0.jpg']"
10268,"Piper","grazielae","Brasil","Jundiaí do Sul","Paraná","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM219930/TileGroup0/0-0-0.jpg']"
10327,"Piper","grazielae","Brasil","Matinhos","Paraná","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM319717/TileGroup0/0-0-0.jpg']"
10499,"Piper","grazielae","Brasil","Paranaguá","Paraná","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM265721/TileGroup0/0-0-0.jpg']"
10924,"Piper","grazielae","Brasil","Araquari","Santa Catarina","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM332423/TileGroup0/0-0-0.jpg']"
10940,"Piper","grazielae","Brasil","Florianópolis","Santa Catarina","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM203155/TileGroup0/0-0-0.jpg']"
10945,"Piper","grazielae","Brasil","Florianópolis","Santa Catarina","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM203154/TileGroup0/0-0-0.jpg']"
10975,"Piper","grazielae","Brasil","Ibirama","Santa Catarina","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM044990/TileGroup0/0-0-0.jpg']"
10988,"Piper","grazielae","Brasil","Jaraguá do Sul","Santa Catarina","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM340208/TileGroup0/0-0-0.jpg']"
11035,"Piper","grazielae","Brasil","São Francisco do Sul","Santa Catarina","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM332604/TileGroup0/0-0-0.jpg']"
11062,"Piper","grazielae","Brasil","Guarujá","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM159241/TileGroup0/0-0-0.jpg']"
11065,"Piper","grazielae","Brasil","Iguape","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM240043/TileGroup0/0-0-0.jpg']"
11077,"Piper","grazielae","Brasil","Piracicaba","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM162297/TileGroup0/0-0-0.jpg']"
11110,"Piper","grazielae","Brasil","Ubatuba","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM240035/TileGroup0/0-0-0.jpg']"
22969,"Piper","grazielae","Brasil","Lima Duarte","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/ESA/Piperaceae/ESA108633/TileGroup0/0-0-0.jpg']"
12956,"Piper","grazielae","Brasil","Maringá","Paraná","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEM/HUEM000009978/TileGroup0/0-0-0.jpg']"
12950,"Piper","grazielae","Brasil","Maringá","Paraná","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEM/HUEM000009976/TileGroup0/0-0-0.jpg']"
12952,"Piper","grazielae","Brasil","Maringá","Paraná","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEM/HUEM000009980/TileGroup0/0-0-0.jpg']"
12957,"Piper","grazielae","Brasil","Maringá","Paraná","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEM/HUEM000009979/TileGroup0/0-0-0.jpg']"
12951,"Piper","grazielae","Brasil","Maringá","Paraná","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEM/HUEM000009975/TileGroup0/0-0-0.jpg']"
12958,"Piper","grazielae","Brasil","Maringá","Paraná","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEM/HUEM000009977/TileGroup0/0-0-0.jpg']"
13054,"Piper","grazielae","Brasil","Diamante do Norte","Paraná","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEM/HUEM000009981/TileGroup0/0-0-0.jpg']"
13071,"Piper","grazielae","Brasil","Diamante do Norte","Paraná","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEM/HUEM000009991/TileGroup0/0-0-0.jpg']"
13097,"Piper","grazielae","Brasil","Diamante do Norte","Paraná","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEM/HUEM000009992/TileGroup0/0-0-0.jpg']"
13061,"Piper","grazielae","Brasil","Diamante do Norte","Paraná","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEM/HUEM000009988/TileGroup0/0-0-0.jpg']"
13105,"Piper","grazielae","Brasil","Diamante do Norte","Paraná","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEM/HUEM000009986/TileGroup0/0-0-0.jpg']"
13103,"Piper","grazielae","Brasil","Diamante do Norte","Paraná","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEM/HUEM000009995/TileGroup0/0-0-0.jpg']"
13102,"Piper","grazielae","Brasil","Diamante do Norte","Paraná","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEM/HUEM000009990/TileGroup0/0-0-0.jpg']"
14401,"Piper","grazielae","Brasil","Viçosa","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/VIC/VIC000222/TileGroup0/0-0-0.jpg']"
14402,"Piper","grazielae","Brasil","Viçosa","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/VIC/VIC000189/TileGroup0/0-0-0.jpg']"
22749,"Piper","grazielae","Brasil","Mogi-Guaçu","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/ESA/Piperaceae/ESA012544/TileGroup0/0-0-0.jpg']"
21867,"Piper","grazielae","Brasil","Ubatuba","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0038392/TileGroup0/0-0-0.jpg']"
21865,"Piper","grazielae","Brasil","Santa Terezinha","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0170743/TileGroup0/0-0-0.jpg']"
21869,"Piper","grazielae","Brasil","Elísio Medrado","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0093859/TileGroup0/0-0-0.jpg']"
22109,"Piper","grazielae","Brasil","Venda Nova do Imigrante","Espírito Santo","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0067670/TileGroup0/0-0-0.jpg']"
22235,"Piper","grazielae","Brasil","São Paulo","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0085070/TileGroup0/0-0-0.jpg']"
22342,"Piper","grazielae","Brasil","Jequié","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/HUESB/HUESB000011407/TileGroup0/0-0-0.jpg']"
23378,"Piper","grazielae","Brasil","Matão","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/ESA/Piperaceae/ESA014020/TileGroup0/0-0-0.jpg']"
25101,"Piper","grazielae","Brasil","Rio de Janeiro","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP011194/TileGroup0/0-0-0.jpg']"
25395,"Piper","grazielae","Brasil","Paulo Lopes","Santa Catarina","['https://storage.googleapis.com/cria-zoomify/herbaria/CRI/CRI008609/TileGroup0/0-0-0.jpg']"
32000,"Piper","grazielae","Brasil","","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556133_01/TileGroup0/0-0-0.jpg']"
31985,"Piper","grazielae","Brasil","","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957321_01/TileGroup0/0-0-0.jpg']"
31998,"Piper","grazielae","Brasil","","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556132_01/TileGroup0/0-0-0.jpg']"
31986,"Piper","grazielae","Brasil","","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556114_01/TileGroup0/0-0-0.jpg']"
32003,"Piper","grazielae","Brasil","","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556121_01/TileGroup0/0-0-0.jpg']"
32004,"Piper","grazielae","Brasil","","Pernambuco","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556124_01/TileGroup0/0-0-0.jpg']"
36846,"Piper","grazielae","Brasil","Serra Mun.","Espírito Santo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556138_01/TileGroup0/0-0-0.jpg']"
36934,"Piper","grazielae","Brasil","Areia Mun.","Paraíba","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556123_01/TileGroup0/0-0-0.jpg']"
37317,"Piper","grazielae","Brasil","Anhembi Mun.","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556113_01/TileGroup0/0-0-0.jpg']"
37361,"Piper","grazielae","Brasil","Caieiras Mun.","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY01096307_01/TileGroup0/0-0-0.jpg']"
37362,"Piper","grazielae","Brasil","Caieiras Mun.","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556112_01/TileGroup0/0-0-0.jpg']"
37460,"Piper","grazielae","Brasil","Castelo Mun.","Espírito Santo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556129_01/TileGroup0/0-0-0.jpg']"
37592,"Piper","grazielae","Brasil","Ibatiba Mun.","Espírito Santo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556134_01/TileGroup0/0-0-0.jpg']"
37776,"Piper","grazielae","Brasil","Rio de Janeiro Mun.","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556122_01/TileGroup0/0-0-0.jpg']"
37902,"Piper","grazielae","Brasil","Petrópolis Mun.","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556097_01/TileGroup0/0-0-0.jpg']"
38097,"Piper","grazielae","Brasil","Itamaraju Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556135_01/TileGroup0/0-0-0.jpg']"
38179,"Piper","grazielae","Brasil","Carmo do Rio Claro Mun.","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957320_01/TileGroup0/0-0-0.jpg']"
38682,"Piper","grazielae","Brasil","Prado Mun.","Bahia","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556106_01/TileGroup0/0-0-0.jpg']"
39020,"Piper","grazielae","Brasil","São Paulo Mun.","São Paulo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00885120_02/TileGroup0/0-0-0.jpg']"
39185,"Piper","grazielae","Brasil","Dionísio Mun.","Minas Gerais","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556094_01/TileGroup0/0-0-0.jpg']"
39756,"Piper","grazielae","Brasil","Santa Maria Madalena Mun.","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556137_01/TileGroup0/0-0-0.jpg']"
40239,"Piper","grazielae","Brasil","Itaguaí Mun.","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556101_01/TileGroup0/0-0-0.jpg']"
40310,"Piper","grazielae","Brasil","Nova Venécia Mun.","Espírito Santo","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556118_01/TileGroup0/0-0-0.jpg']"
40727,"Piper","grazielae","Brasil","Itaguaí Mun.","Rio de Janeiro","['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556098_01/TileGroup0/0-0-0.jpg']"
42352,"Piper","grazielae","Brasil","Blumenau","Santa Catarina","['https://storage.googleapis.com/cria-zoomify/herbaria/FURB/FURB37873/TileGroup0/0-0-0.jpg']"
42311,"Piper","grazielae","Brasil","Anitápolis","Santa Catarina","['https://storage.googleapis.com/cria-zoomify/herbaria/FURB/FURB37867/TileGroup0/0-0-0.jpg']"
42319,"Piper","grazielae","Brasil","São João do Itaperiú","Santa Catarina","['https://storage.googleapis.com/cria-zoomify/herbaria/FURB/FURB37864/TileGroup0/0-0-0.jpg']"
42317,"Piper","grazielae","Brasil","Nova Veneza","Santa Catarina","['https://storage.googleapis.com/cria-zoomify/herbaria/FURB/FURB37861/TileGroup0/0-0-0.jpg']"
42327,"Piper","grazielae","Brasil","Orleans","Santa Catarina","['https://storage.googleapis.com/cria-zoomify/herbaria/FURB/FURB37881/TileGroup0/0-0-0.jpg']"
42331,"Piper","grazielae","Brasil","Rio do Campo","Santa Catarina","['https://storage.googleapis.com/cria-zoomify/herbaria/FURB/FURB37894/TileGroup0/0-0-0.jpg']"
42334,"Piper","grazielae","Brasil","Florianópolis","Santa Catarina","['https://storage.googleapis.com/cria-zoomify/herbaria/FURB/FURB37896/TileGroup0/0-0-0.jpg']"
42344,"Piper","grazielae","Brasil","Vitor Meireles","Santa Catarina","['https://storage.googleapis.com/cria-zoomify/herbaria/FURB/FURB37857/TileGroup0/0-0-0.jpg']"
42348,"Piper","grazielae","Brasil","Indaial","Santa Catarina","['https://storage.googleapis.com/cria-zoomify/herbaria/FURB/FURB37872/TileGroup0/0-0-0.jpg']"
42346,"Piper","grazielae","Brasil","Doutor Pedrinho","Santa Catarina","['https://storage.googleapis.com/cria-zoomify/herbaria/FURB/FURB37854/TileGroup0/0-0-0.jpg']"
42350,"Piper","grazielae","Brasil","Águas Mornas","Santa Catarina","['https://storage.googleapis.com/cria-zoomify/herbaria/FURB/FURB37875_2/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/FURB/FURB37875_1/TileGroup0/0-0-0.jpg']"
42318,"Piper","grazielae","Brasil","Joinville","Santa Catarina","['https://storage.googleapis.com/cria-zoomify/herbaria/FURB/FURB37858/TileGroup0/0-0-0.jpg']"
